id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
8637,I,1.1,0.875,0.225,13.33843975,6.30776375,2.50893075,3.118445,7.0
8638,I,1.1375,0.875,0.3,12.47378,5.329706,2.2963095,3.5436875,8.0
8639,M,1.75,1.3625,0.5,49.781722,20.14231975,11.4248485,13.60776,10.0
8640,I,1.2,0.925,0.3125,15.5638755,8.391452,3.742134,4.195726,8.0
8641,I,1.3875,1.1,0.3375,24.323871,9.808927,4.86193925,7.35669525,12.0
8642,F,1.575,1.2875,0.45,37.98833,15.03940975,7.98038425,11.623295,11.0
8643,M,1.375,1.075,0.4125,23.0481435,9.7238785,4.4508715,7.2291225,8.0
8644,M,1.125,0.8875,0.2875,13.79203175,5.03203625,2.79242575,4.3941725,13.0
8645,I,1.425,1.1125,0.325,24.8625115,11.38232425,6.44951125,7.2291225,8.0
8646,F,1.6125,1.2875,0.4,38.82464025,17.1514475,8.29222875,9.7805775,10.0
8647,F,1.4375,1.1375,0.4,24.76328825,9.8939755,4.57844425,7.7961125,11.0
8648,M,1.5375,1.175,0.3875,27.71163625,12.82814875,5.046211,7.7961125,9.0
8649,I,1.425,1.125,0.3875,25.117657,10.21999475,5.9250455,6.23689,9.0
8650,M,0.6875,0.5,0.1625,2.83495,1.09145575,0.66621325,0.86465975,9.0
8651,F,1.575,1.1625,0.3625,30.71668325,13.96212875,6.27941425,8.06543275,9.0
8652,I,1.55,1.2125,0.4,29.9654215,12.79979925,6.917278,10.20582,9.0
8653,F,1.5,1.1625,0.375,28.689694,11.49572225,7.41339425,8.6465975,15.0
8654,M,1.575,1.2625,0.4125,38.158427,18.38465075,7.83863675,10.77281,10.0
8655,I,0.725,0.5,0.2,3.4302895,1.34660125,0.72291225,0.92135875,5.0
8656,F,1.125,0.85,0.35,13.33843975,5.556502,3.58621175,4.252425,10.0
8657,I,1.4625,1.1625,0.4,27.28639375,11.09882925,5.5281525,6.6621325,9.0
8658,F,1.6125,1.3125,0.4375,38.0733785,12.6722265,8.09378225,11.623295,16.0
8659,F,1.4625,1.15,0.3625,28.02348075,10.90038275,6.690482,8.221355,10.0
8660,I,1.0875,0.8125,0.2625,10.7444605,4.83358975,2.2963095,2.1262125,7.0
8661,I,1.275,1.0,0.3625,15.932419,8.391452,3.52951275,4.819415,8.0
8662,M,1.6625,1.35,0.4375,40.83745475,15.6772735,10.24834425,13.324265,13.0
8663,M,1.3375,1.0875,0.375,26.138239,10.33339275,6.13766675,7.087375,13.0
8664,M,1.2875,1.0,0.3625,18.01610725,7.10154975,3.81300775,5.5281525,8.0
8665,M,1.125,0.8875,0.275,13.62193475,6.25106475,2.45223175,3.685435,7.0
8666,F,1.7,1.3125,0.4625,43.27551175,17.2648455,11.2547515,11.623295,14.0
8667,M,1.45,1.125,0.3875,22.792998,10.21999475,5.9250455,6.80388,10.0
8668,F,1.55,1.25,0.4375,38.8104655,14.5432935,7.881161,14.3164975,20.0
8669,F,0.675,0.5125,0.1875,3.345241,1.60174675,0.75126175,0.8788345,7.0
8670,I,0.8875,0.675,0.2625,6.27941425,2.6932025,1.68679525,2.0695135,7.0
8671,I,1.1,0.85,0.2875,10.50348975,4.37999775,2.26796,3.40194,10.0
8672,F,1.4125,1.15,0.4125,26.535132,11.4248485,5.8116475,7.5126175,10.0
8673,M,1.575,1.2875,0.425,34.7848365,18.01610725,5.99591925,9.922325,9.0
8674,M,1.7125,1.3625,0.5,49.45570275,23.6151335,11.226402,13.60776,10.0
8675,F,1.55,1.1625,0.4125,31.9498865,15.06775925,7.07320025,7.7961125,11.0
8676,F,1.6,1.25,0.4375,44.395317,20.071446,8.4198015,11.90679,10.0
8677,M,1.525,1.15,0.35,27.612413,12.0485375,5.57067675,7.72523875,10.0
8678,M,1.475,1.1625,0.4,25.684647,11.43902325,4.706017,7.72523875,10.0
8679,I,1.45,1.15,0.375,25.92561775,12.1052365,5.03203625,7.654365,8.0
8680,F,1.175,0.9375,0.325,17.50581625,6.973977,3.27436725,5.10291,9.0
8681,F,1.425,1.125,0.3875,26.09571475,10.8011595,5.1879585,8.221355,12.0
8682,F,1.575,1.2125,0.475,30.91512975,12.68640125,6.2085405,10.0640725,16.0
8683,I,1.2625,0.95,0.2875,16.40018575,6.5487345,3.07592075,4.6776675,11.0
8684,M,1.275,1.0125,0.325,21.47474625,7.75358825,4.01145425,6.9456275,12.0
8685,I,0.9125,0.6625,0.2875,6.6054335,2.83495,1.57339725,2.6932025,7.0
8686,M,1.25,0.975,0.35,18.257078,8.09378225,4.53592,4.53592,10.0
8687,M,0.9,0.725,0.2375,7.10154975,3.16096925,1.7293195,2.26796,7.0
8688,I,0.5375,0.425,0.1625,1.74349425,0.623689,0.396893,0.623689,9.0
8689,I,1.0,0.775,0.25,8.845044,3.9405805,1.80019325,2.33883375,7.0
8690,I,0.925,0.6875,0.2125,6.180191,2.82077525,1.4458245,1.984465,6.0
8691,I,0.9,0.7375,0.2375,7.9662095,3.55786225,1.5592225,2.551455,7.0
8692,M,1.3,1.0,0.3375,17.95940825,6.633783,5.23048275,5.2446575,10.0
8693,M,1.3875,1.1,0.3375,23.00561925,9.6671795,4.57844425,10.0640725,15.0
8694,I,1.325,1.075,0.325,19.49028125,8.1930055,3.89805625,5.0178615,10.0
8695,M,1.3375,1.05,0.3625,22.38193025,9.7238785,4.8477645,6.3219385,10.0
8696,F,1.5,1.2375,0.4125,41.63124075,14.61416725,8.94426725,11.623295,17.0
8697,F,1.7625,1.3875,0.45,47.18774275,17.56251525,10.6877615,12.8990225,14.0
8698,F,1.55,1.2125,0.425,31.19862475,15.762322,7.24329725,8.3631025,9.0
8699,F,1.3625,1.0625,0.4,27.839209,9.96484925,6.16601625,10.942907,12.0
8700,M,1.275,0.95,0.3125,18.030282,7.10154975,4.3941725,4.9611625,9.0
8701,M,1.5875,1.2375,0.475,38.8104655,16.839603,7.64019025,11.4815475,10.0
8702,F,1.6625,1.2875,0.4875,38.51279575,16.4143605,8.37727725,10.19164525,10.0
8703,I,1.1125,0.8375,0.2875,11.7650425,5.17378375,2.08368825,2.83495,8.0
8704,F,1.3125,1.0375,0.3875,24.36639525,9.05766525,5.03203625,8.221355,14.0
8705,F,1.275,1.0,0.3375,16.51358375,7.10154975,3.81300775,4.9611625,9.0
8706,I,0.5875,0.4125,0.0375,1.304077,0.7654365,0.18427175,0.510291,5.0
8707,M,1.325,1.0375,0.3875,23.09066775,7.7961125,4.77689075,7.7961125,10.0
8708,I,1.025,0.775,0.2375,8.06543275,3.55786225,1.6159215,2.83495,6.0
8709,I,0.975,0.725,0.2375,9.922325,4.40834725,1.80019325,2.2963095,7.0
8710,I,0.9,0.675,0.225,5.82582225,2.721552,1.0489315,1.65844575,6.0
8711,M,1.25,0.9625,0.3,16.9246515,7.257472,3.9972795,4.6776675,8.0
8712,I,1.3125,1.0875,0.3625,22.66542525,9.2135875,5.25883225,6.6621325,14.0
8713,F,1.6,1.25,0.425,38.9238635,16.045817,8.37727725,11.1980525,13.0
8714,F,1.3125,1.025,0.35,21.318824,9.7805775,3.6570855,7.087375,9.0
8715,F,1.55,1.2125,0.425,33.40988575,14.67086625,7.314171,9.355335,11.0
8716,I,0.9,0.675,0.2,6.64795775,3.061746,1.77184375,1.984465,7.0
8717,I,1.0375,0.8125,0.25,9.19941275,4.8477645,1.70097,3.8271825,8.0
8718,M,1.55,1.275,0.4375,38.8104655,10.149121,7.3992195,14.2030995,20.0
8719,I,1.1,0.8625,0.3,10.50348975,4.5075705,2.73572675,3.40194,7.0
8720,F,1.525,1.2,0.4,28.803092,12.133586,6.010094,9.07184,10.0
8721,M,1.5375,1.2125,0.4125,32.0065855,17.1514475,6.1518415,8.50485,9.0
8722,I,0.925,0.6875,0.225,6.13766675,2.721552,1.0489315,1.74349425,6.0
8723,I,0.9625,0.7,0.25,7.98038425,3.572037,1.927766,2.26796,7.0
8724,I,1.3,1.05,0.4375,22.6796,9.96484925,5.0745605,7.9095105,10.0
8725,I,1.0375,0.7875,0.3,9.752228,3.345241,1.8427175,2.6932025,8.0
8726,M,1.4125,1.1,0.4125,24.87668625,11.1413535,4.63514325,6.520385,9.0
8727,I,1.25,0.9125,0.2875,16.62698175,7.3992195,3.58621175,4.35164825,9.0
8728,M,0.85,0.6625,0.2125,5.1879585,1.85689225,1.077281,1.70097,12.0
8729,M,1.4,1.1,0.3875,21.092028,9.6671795,4.57844425,7.7961125,10.0
8730,F,1.725,1.3375,0.425,45.68521925,16.68368075,9.015141,15.30873,13.0
8731,F,1.4125,1.1,0.425,30.71668325,14.04717725,6.5487345,8.50485,10.0
8732,I,1.0375,0.8125,0.275,10.716111,4.309124,2.041164,2.9766975,7.0
8733,M,1.6875,1.3125,0.4125,43.1195895,16.726205,10.546014,12.8990225,14.0
8734,I,0.8875,0.725,0.225,9.355335,4.3941725,1.74349425,2.2963095,8.0
8735,I,1.025,0.8125,0.25,9.42620875,4.63514325,1.7293195,2.9766975,7.0
8736,I,0.975,0.725,0.25,8.8166945,3.92640575,1.70097,2.1829115,8.0
8737,I,0.825,0.6375,0.225,6.39281225,2.82077525,1.14815475,1.8427175,7.0
8738,I,1.5625,1.225,0.425,32.375129,12.6722265,7.5126175,10.3475675,12.0
8739,F,1.5875,1.2,0.4375,38.42774725,14.911837,8.4198015,12.303683,12.0
8740,M,1.675,1.3,0.475,43.1762885,19.5895045,8.57572375,11.509897,11.0
8741,F,1.2375,0.9625,0.3125,22.5378525,8.71747125,4.89028875,5.953395,9.0
8742,F,1.325,1.0625,0.35,21.885814,9.752228,4.7910655,6.23689,10.0
8743,F,1.3125,1.0,0.325,19.85882475,8.34892775,3.95475525,4.819415,9.0
8744,M,1.5875,1.2375,0.4375,33.1972645,13.93377925,6.59125875,9.922325,12.0
8745,F,1.75,1.35,0.45,43.02036625,19.06503875,10.432616,11.7650425,11.0
8746,M,1.425,1.1125,0.3625,24.99008425,14.35902175,5.42892925,6.80388,10.0
8747,I,0.8125,0.6,0.2,4.12485225,1.2757275,0.94970825,1.31825175,7.0
8748,M,1.4875,1.1875,0.45,38.725417,14.47241975,7.314171,11.623295,15.0
8749,F,1.6125,1.3,0.475,39.81687275,14.74174,8.164656,10.489315,14.0
8750,M,1.5625,1.2375,0.4,34.983283,16.48523425,6.90310325,10.19164525,11.0
8751,M,1.4125,1.1,0.375,23.756881,9.48290775,5.6982495,7.654365,13.0
8752,M,1.4,1.1375,0.35,25.344453,11.113004,6.95980225,7.4559185,8.0
8753,F,1.4125,1.1,0.375,28.44872325,12.587178,6.81805475,6.93145275,9.0
8754,I,0.9375,0.7,0.2,6.350288,3.061746,1.17650425,1.984465,6.0
8755,M,1.0375,0.8125,0.275,8.17883075,3.01922175,2.041164,2.83495,9.0
8756,I,1.4125,1.1,0.3875,24.323871,9.1001895,4.706017,7.7961125,9.0
8757,M,1.1875,0.9,0.25,12.54465375,5.499803,2.67902775,3.04757125,7.0
8758,M,1.5625,1.2375,0.3875,37.194544,15.46465225,5.17378375,10.0640725,18.0
8759,M,1.575,1.2375,0.4,37.137845,17.42076775,6.690482,9.7805775,11.0
8760,I,0.4125,0.325,0.1,0.69456275,0.26932025,0.15592225,0.226796,4.0
8761,F,1.4375,1.125,0.4,25.44367625,12.1052365,5.896696,7.7961125,9.0
8762,M,1.65,1.25,0.4875,40.78075575,14.18892475,8.51902475,12.0485375,13.0
8763,F,1.55,1.2125,0.4375,36.10308825,14.44407025,8.03708325,9.63883,14.0
8764,I,1.1375,0.875,0.275,11.77921725,5.10291,2.42388225,3.84135725,7.0
8765,M,1.3125,1.025,0.3875,19.0792135,8.49067525,3.78465825,6.6621325,10.0
8766,I,1.2125,0.9375,0.325,14.75591475,6.406987,3.4869885,5.5281525,9.0
8767,M,1.4625,1.175,0.4625,32.36095425,16.54193325,6.6054335,9.7805775,11.0
8768,F,1.6,1.275,0.4,39.19318375,16.74037975,7.27164675,13.04077,12.0
8769,I,0.975,0.775,0.25,8.3064035,3.61456125,1.757669,2.1262125,14.0
8770,F,1.2875,1.0125,0.35,20.87940675,9.87980075,4.3941725,5.953395,11.0
8771,M,1.425,1.1625,0.4125,26.9036755,11.8784405,6.78970525,7.37087,10.0
8772,F,1.3,1.0,0.3,16.34348675,6.78970525,3.8838815,5.2446575,11.0
8773,I,1.025,0.7875,0.25,9.1001895,3.55786225,1.7860185,2.6932025,6.0
8774,I,1.225,0.9,0.275,13.90542975,6.78970525,2.721552,3.69960975,8.0
8775,F,1.4625,1.1375,0.35,28.67551925,12.26115875,7.07320025,6.7188315,9.0
8776,F,1.625,1.1875,0.475,35.62114675,15.46465225,8.46232575,10.9145575,13.0
8777,F,1.5875,1.2875,0.3875,34.5013415,16.59863225,7.15824875,9.355335,10.0
8778,M,1.475,1.1625,0.4,24.73493875,12.85649825,5.82582225,7.7961125,9.0
8779,F,1.15,0.9125,0.2875,12.54465375,5.4147545,2.891649,4.252425,9.0
8780,F,1.225,0.9875,0.35,16.62698175,6.76135575,4.06815325,4.819415,8.0
8781,I,1.0125,0.7625,0.2375,9.73805325,4.46504625,2.25378525,2.83495,7.0
8782,F,1.2625,0.9625,0.3,16.839603,7.824462,3.2601925,5.10291,9.0
8783,F,1.375,1.0875,0.3625,24.9192105,8.85921875,5.329706,8.50485,15.0
8784,M,1.55,1.225,0.4125,29.97959625,11.92096475,6.747181,10.0640725,13.0
8785,M,1.4375,1.2125,0.375,30.29144075,13.947954,6.8322295,9.07184,13.0
8786,I,0.8,0.6,0.2125,4.819415,1.644271,0.963883,1.417475,6.0
8787,I,1.0,0.7875,0.225,7.257472,3.3735905,1.6726205,3.118445,7.0
8788,F,1.525,1.1875,0.475,32.16250775,9.87980075,8.34892775,8.0796075,18.0
8789,F,1.775,1.3875,0.425,47.173568,20.36911575,11.60912025,11.24057675,10.0
8790,I,1.3,1.0,0.3875,23.85610425,7.9095105,5.5281525,7.654365,16.0
8791,F,1.6,1.3125,0.425,45.91201525,19.94387325,9.525432,12.757275,12.0
8792,M,1.25,0.9625,0.3,17.916884,7.427569,4.53592,5.2446575,9.0
8793,F,1.2125,0.9375,0.3,15.2803805,6.08096775,3.4869885,4.6776675,7.0
8794,F,1.575,1.3,0.425,42.297454,18.4555245,7.18659825,11.3398,13.0
8795,I,0.4,0.3125,0.1,0.793786,0.2551455,0.15592225,0.26932025,4.0
8796,M,1.2875,1.0,0.3125,18.5689225,7.540967,4.60679375,5.2446575,9.0
8797,M,1.5625,1.2125,0.475,30.51823675,9.87980075,6.19436575,10.3475675,15.0
8798,M,1.2,0.8875,0.3125,14.2030995,6.16601625,3.231843,4.3941725,9.0
8799,I,1.0,0.775,0.225,9.979024,4.63514325,1.7293195,2.83495,7.0
8800,M,1.1625,0.9375,0.3125,14.628342,7.35669525,3.2601925,4.1106775,10.0
8801,F,1.6375,1.1625,0.375,31.3828965,15.80484625,6.27941425,8.66077225,9.0
8802,I,0.9875,0.725,0.225,8.674947,4.69184225,1.77184375,2.324659,7.0
8803,I,0.8125,0.6125,0.2125,4.5075705,1.65844575,1.17650425,1.984465,7.0
8804,I,1.15,0.8875,0.3,13.08329425,6.13766675,2.67902775,3.2601925,7.0
8805,I,1.425,1.075,0.375,22.66542525,9.87980075,6.010094,7.087375,9.0
8806,F,1.75,1.4625,0.5625,70.8454005,32.58775025,14.7133905,14.5432935,11.0
8807,F,1.4875,1.1875,0.3875,31.2694985,10.77281,7.427569,9.355335,12.0
8808,I,1.15,0.875,0.3875,16.3576615,5.6699,4.09650275,5.499803,10.0
8809,I,1.05,0.8,0.275,8.66077225,3.6003865,2.19708625,2.4097075,8.0
8810,M,1.4,1.1,0.4125,26.988724,11.3398,7.030676,7.37087,10.0
8811,F,1.5125,1.25,0.475,36.55668025,11.736693,7.3992195,11.7650425,18.0
8812,M,1.25,0.95,0.35,19.06503875,8.0796075,3.8271825,5.953395,12.0
8813,I,1.225,0.9625,0.325,18.1153305,7.0023265,4.025629,5.953395,8.0
8814,I,1.0,0.775,0.2375,9.19941275,4.43669675,1.97029025,2.56562975,8.0
8815,M,1.4375,1.1,0.3625,24.28134675,10.78698475,4.86193925,6.973977,10.0
8816,M,1.275,1.0,0.4,28.689694,15.06775925,6.2652395,7.5126175,11.0
8817,I,0.9875,0.725,0.2125,7.9095105,3.50116325,1.3891255,2.1262125,6.0
8818,F,1.7375,1.325,0.4625,45.74191825,19.901349,9.525432,13.891255,11.0
8819,F,1.5,1.2125,0.4,31.99241075,14.401546,7.597666,8.50485,9.0
8820,F,1.6,1.225,0.4125,35.4652245,16.726205,7.58349125,8.6465975,9.0
8821,I,0.775,0.5875,0.225,3.72795925,1.871067,0.83631025,1.190679,4.0
8822,I,0.925,0.6875,0.2125,6.577084,3.061746,1.51669825,1.984465,7.0
8823,I,1.15,0.9,0.275,12.587178,5.76912325,2.721552,4.53592,8.0
8824,I,1.125,0.85,0.2875,12.09106175,5.23048275,3.30271675,3.41611475,7.0
8825,M,0.9875,0.675,0.3125,9.4970825,3.7137845,2.50893075,3.118445,14.0
8826,M,1.475,1.1,0.4125,30.0221205,11.9918385,6.2085405,9.4970825,12.0
8827,I,1.1125,0.825,0.2375,9.25611175,3.40194,1.814368,2.9766975,9.0
8828,F,1.6,1.25,0.4125,39.24988275,15.989118,8.391452,11.7650425,12.0
8829,M,0.9625,0.675,0.25,6.42116175,2.664853,1.26155275,1.984465,7.0
8830,M,1.5125,1.175,0.3875,31.62386725,14.401546,6.973977,8.0796075,10.0
8831,M,1.325,1.075,0.3375,22.622901,8.34892775,5.1879585,6.3786375,12.0
8832,M,1.4625,1.1375,0.3875,27.8108595,9.6671795,5.1879585,8.2497045,17.0
8833,F,1.7375,1.325,0.5125,43.885026,18.4555245,11.15552825,11.7650425,15.0
8834,M,1.4625,1.175,0.4125,28.803092,11.8784405,5.216308,9.922325,17.0
8835,I,1.2125,0.975,0.25,16.31513725,7.86698625,3.55786225,4.6776675,7.0
8836,F,1.4125,1.125,0.3875,29.9654215,11.75086775,5.499803,10.77281,13.0
8837,M,1.35,1.0875,0.375,23.586784,11.8217415,4.77689075,6.520385,9.0
8838,I,1.0125,0.775,0.2875,9.36950975,3.98310475,1.4458245,3.118445,10.0
8839,M,1.6375,1.2625,0.5,37.1094955,17.61921425,8.85921875,10.2908685,9.0
8840,F,0.9875,0.7625,0.25,8.60407325,3.061746,1.587572,2.551455,6.0
8841,F,1.6375,1.225,0.4625,38.96638775,17.7184375,8.6465975,11.4815475,11.0
8842,M,1.625,1.3125,0.5,50.6605565,21.61649375,11.01378075,12.3887315,11.0
8843,I,0.9625,0.75,0.225,7.144074,3.18931875,1.0489315,2.1262125,7.0
8844,F,1.475,1.15,0.425,32.4601775,13.50853675,6.577084,11.3398,13.0
8845,I,1.025,0.7875,0.2375,9.08601475,3.69960975,1.814368,2.9766975,7.0
8846,M,1.25,0.9125,0.3625,19.447757,8.4198015,4.5642695,5.386405,11.0
8847,F,1.3,1.0,0.325,17.4349425,8.561549,3.64291075,4.9611625,8.0
8848,M,1.5,1.1625,0.45,32.1199835,13.210867,6.3219385,8.9867915,10.0
8849,M,1.4125,1.0875,0.375,22.80717275,9.8372765,4.9044635,7.37087,11.0
8850,F,1.1,0.8875,0.3,12.74310025,5.74077375,2.5231055,3.8271825,9.0
8851,I,1.1625,0.8875,0.3,13.99047825,5.82582225,3.2034935,3.8271825,8.0
8852,F,1.45,1.2375,0.45,36.78347625,11.453198,7.4559185,13.60776,13.0
8853,F,1.4,1.125,0.3625,22.1976585,8.97261675,4.4508715,7.37087,10.0
8854,F,1.7625,1.3625,0.45,43.84113925,19.00833975,10.90038275,12.3320325,11.0
8855,M,1.7,1.375,0.5,50.6605565,19.74542675,10.70193625,22.60872625,18.0
8856,M,1.6375,1.25,0.4375,36.457457,16.9246515,8.60407325,9.922325,14.0
8857,F,1.475,1.175,0.375,32.16250775,14.9763035,7.087375,7.93786,10.0
8858,I,1.325,1.075,0.325,18.4555245,7.2291225,3.92640575,5.3580555,9.0
8859,I,1.3875,1.1,0.325,23.88445375,9.695529,5.76912325,6.7755305,10.0
8860,F,1.5375,1.1875,0.4125,29.256684,12.99824575,7.3992195,8.6465975,10.0
8861,M,1.725,1.3625,0.45,50.39123625,25.95396725,10.78698475,12.0485375,11.0
8862,M,1.2125,0.925,0.2625,14.628342,6.2085405,3.8271825,4.9611625,9.0
8863,F,1.4125,1.125,0.375,27.51318975,11.793392,4.60679375,7.7961125,10.0
8864,I,1.2875,1.0625,0.375,24.73493875,9.19941275,5.54232725,7.10154975,15.0
8865,F,1.45,1.1,0.3875,28.64716975,13.08329425,6.59125875,7.654365,10.0
8866,M,0.7,0.5375,0.2125,3.35941575,1.871067,0.75126175,0.9922325,6.0
8867,F,1.55,1.2125,0.4875,30.6458095,10.432616,7.15824875,13.891255,9.0
8868,F,1.325,1.0125,0.35,24.50814275,11.15552825,5.5281525,6.6621325,11.0
8869,F,1.4,1.125,0.3625,26.138239,10.6877615,5.046211,7.37087,13.0
8870,I,1.0375,0.775,0.25,7.98038425,4.37999775,1.43164975,2.26796,7.0
8871,F,1.4,1.0375,0.3375,24.73493875,9.2135875,6.406987,8.50485,15.0
8872,M,1.5625,1.25,0.4375,31.638042,13.42348825,7.29999625,9.922325,12.0
8873,F,1.6625,1.2625,0.375,38.08755325,16.40018575,8.15048125,9.00096625,11.0
8874,M,1.375,1.0625,0.3625,21.36134825,10.21999475,4.5075705,7.0023265,9.0
8875,F,1.15,0.8875,0.275,14.004653,5.9817445,2.79242575,4.252425,8.0
8876,M,1.3125,0.8625,0.3625,17.50581625,7.35669525,4.649318,5.386405,15.0
8877,M,1.625,1.2875,0.475,41.00755175,18.12950525,9.6104805,10.149121,9.0
8878,F,1.575,1.225,0.45,30.94347925,13.7495075,7.07320025,9.8372765,11.0
8879,I,1.175,0.8875,0.275,14.81261375,6.02426875,2.778251,3.96893,7.0
8880,I,1.15,0.8875,0.35,13.777857,5.499803,3.061746,4.53592,8.0
8881,M,1.5875,1.275,0.425,38.51279575,17.81766075,9.56795625,10.61688775,11.0
8882,I,1.1,0.825,0.275,10.50348975,4.706017,1.77184375,3.21766825,9.0
8883,M,1.55,1.2125,0.4125,35.3518265,17.08057375,7.35669525,8.221355,9.0
8884,M,1.675,1.3125,0.45,40.78075575,18.5689225,8.71747125,10.5176645,13.0
8885,I,1.0,0.75,0.25,7.6260155,3.0900955,1.7293195,3.118445,7.0
8886,M,1.1625,0.9125,0.3,13.87708025,5.839997,2.9199985,4.252425,10.0
8887,I,1.2375,1.0,0.3,14.2030995,6.0951425,3.005047,4.6776675,7.0
8888,M,1.2125,0.875,0.3,15.989118,6.2652395,3.75630875,4.9611625,9.0
8889,M,1.7375,1.4,0.45,49.2630815,25.231055,9.412034,13.7495075,9.0
8890,M,1.65,1.2625,0.45,40.78075575,19.20678625,9.99319875,9.355335,11.0
8891,M,1.5875,1.275,0.4125,32.09628725,14.21727425,7.75358825,8.9300925,12.0
8892,I,1.4875,1.1375,0.325,24.16794875,12.43125575,4.7910655,6.70465675,10.0
8893,I,1.0875,0.8375,0.2625,8.901743,4.55009475,1.97029025,2.87747425,6.0
8894,M,1.6,1.275,0.475,38.71124225,17.4349425,9.99319875,9.979024,8.0
8895,I,1.0,0.775,0.2375,8.71747125,3.40194,2.0128145,2.5798045,9.0
8896,M,1.5,1.175,0.4375,33.26813825,11.09882925,7.10154975,11.90679,17.0
8897,I,1.175,0.925,0.25,13.494362,6.0951425,3.50116325,3.685435,7.0
8898,M,1.6125,1.275,0.525,43.1762885,17.1514475,9.7805775,13.60776,10.0
8899,I,0.875,0.6625,0.225,6.577084,2.76407625,1.1623295,1.7860185,6.0
8900,M,1.375,1.0375,0.4125,24.62154075,9.865626,4.762716,6.76135575,14.0
8901,F,1.45,1.1375,0.4125,29.086587,13.87708025,6.19436575,9.922325,10.0
8902,F,1.15,0.9375,0.325,13.7495075,5.71242425,3.2601925,4.32329875,8.0
8903,I,0.925,0.725,0.25,7.144074,3.01922175,1.43164975,2.1262125,6.0
8904,M,1.475,1.1875,0.4,25.684647,10.149121,5.74077375,7.7961125,14.0
8905,F,1.525,1.2375,0.375,32.33260475,15.705623,7.83863675,8.0796075,10.0
8906,F,1.575,1.2625,0.375,33.40988575,13.05494475,8.68912175,9.70970375,8.0
8907,F,1.4125,1.1,0.4,28.2077525,15.06775925,6.95980225,7.37087,12.0
8908,I,1.225,0.9875,0.35,15.2803805,6.4920355,4.025629,4.6776675,7.0
8909,I,1.2625,0.9625,0.3125,21.72989175,10.432616,4.89028875,5.386405,9.0
8910,I,1.4375,1.1125,0.325,23.756881,10.41844125,4.8477645,7.654365,9.0
8911,I,0.9,0.675,0.2125,5.556502,2.65067825,1.51669825,1.927766,6.0
8912,M,1.5375,1.2125,0.4,35.50774875,16.68368075,6.4353365,9.355335,10.0
8913,M,1.55,1.2375,0.4375,36.78347625,13.19669225,9.7238785,10.0640725,19.0
8914,I,1.2125,0.95,0.3125,16.8112535,7.087375,3.742134,4.53592,8.0
8915,F,1.5375,1.3125,0.475,37.74735925,16.5844575,8.1930055,11.90679,14.0
8916,M,1.3125,1.0875,0.35,23.94115275,10.035723,4.60679375,8.0796075,10.0
8917,M,1.5,1.175,0.4,31.59551775,11.8217415,6.80388,9.42620875,11.0
8918,M,1.175,0.9,0.3,13.8062065,5.613201,3.4869885,4.53592,8.0
8919,M,1.625,1.2375,0.475,36.78347625,15.932419,8.00873375,11.3398,12.0
8920,F,1.225,0.95,0.3125,15.1102835,7.4559185,4.195726,4.26659975,11.0
8921,F,1.6875,1.3125,0.4875,42.51007525,14.75591475,8.80251975,11.1980525,19.0
8922,M,1.4125,1.0625,0.375,26.3933845,9.87980075,6.08096775,8.221355,9.0
8923,M,1.45,1.125,0.35,26.26581175,11.15552825,4.2240755,7.37087,10.0
8924,M,1.6,1.2875,0.4,40.9083285,18.9091165,8.391452,10.07824725,11.0
8925,F,1.3875,1.0875,0.4,27.895908,12.28950825,6.123492,7.66853975,9.0
8926,F,1.2625,0.975,0.3875,17.95940825,6.5487345,4.63514325,5.6699,18.0
8927,M,1.65,1.3125,0.4375,38.00250475,16.59863225,9.99319875,10.0640725,12.0
8928,I,1.15,0.875,0.275,10.3475675,4.6776675,2.76407625,2.70737725,7.0
8929,I,1.0625,0.8125,0.2875,9.4970825,3.912231,1.814368,2.9766975,6.0
8930,F,1.5125,1.2125,0.475,36.570855,11.8784405,7.58349125,13.04077,19.0
8931,M,1.6,1.2375,0.5,42.2124055,18.6256215,8.561549,11.3681495,11.0
8932,F,1.25,0.975,0.3625,14.5432935,6.42116175,3.04757125,4.9611625,10.0
8933,I,0.925,0.725,0.2125,6.70465675,2.664853,1.43164975,1.927766,6.0
8934,F,1.2,0.9375,0.3125,16.31513725,6.16601625,3.685435,6.747181,10.0
8935,M,1.575,1.2125,0.4125,39.405805,19.731252,8.83086925,9.85145125,11.0
8936,M,1.6125,1.225,0.425,32.034935,13.65028425,7.52679225,8.6465975,10.0
8937,F,1.1,0.9125,0.3375,17.4916415,7.3425205,4.60679375,5.386405,10.0
8938,F,1.375,1.075,0.375,20.921931,8.71747125,5.45727875,6.23689,14.0
8939,M,1.3375,1.025,0.35,20.28406725,6.7755305,4.01145425,5.6982495,18.0
8940,I,0.4625,0.3375,0.1125,0.77961125,0.2551455,0.226796,0.1417475,6.0
8941,F,1.5875,1.2375,0.3875,34.60056475,15.77649675,8.278054,9.4970825,11.0
8942,F,1.275,1.0,0.3375,24.38057,8.958442,4.89028875,9.79475225,16.0
8943,M,1.375,1.1,0.375,24.5790165,9.31281075,5.3580555,8.3631025,10.0
8944,M,1.45,1.1625,0.375,28.7180435,12.8423235,5.71242425,7.654365,10.0
